Camas Adultos,Camas Cuidado Agudo Mental,Camas Cuidado Intensivo Adulto,Camas Cuidado Intensivo Neonatal,Camas Cuidado Intensivo Pediátrico,Camas Cuidado Intermedio Adulto,Camas Cuidado Intermedio Mental,Camas Cuidado Intermedio Neonatal,Camas Cuidado Intermedio Pediátrico,Camas Cuidado básico neonatal,Camas Farmacodependencia,Camas Institución Paciente Crónico,Camas Obstetricia,Camas Pediátrica,Camas Psiquiatría,Camas Salud Mental,Camas Transplante de progenitores hematopoyeticos,Camas Unidad de Quemados Adulto,Camas Unidad de Quemados Pediátrico,NIT,Naturaleza,Nivel de Atención,Nombre,Salas Partos,Salas Procedimientos,Salas Quirófano
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,812007286,Privada,3,PSIQUIATRAS ASOCIADOS. I.P.S LTDA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,812007844,Privada,3,IPS CLINI-SALUD SUMINISTROS S.A.S.,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812008267,Privada,1,GESTION INTEGRAL IPS LIMITADA,0.0,1.0,0.0
72.0,0.0,21.0,10.0,0.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,813001952,Privada,2,CLINICA MEDILASER,2.0,1.0,3.0
142.0,0.0,33.0,13.0,5.0,8.0,0.0,7.0,3.0,0.0,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,813001952,Privada,3,CLINICA MEDILASER S.A.,1.0,0.0,7.0
73.0,0.0,20.0,7.0,4.0,2.0,0.0,5.0,1.0,8.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,813001952,Privada,3,CLINICA MEDILASER S.A. FLORENCIA,1.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813002682,Privada,1,ENDOTEK LTDA,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813002733,Privada,1,SERVICIO DE TERAPIA RENAL HUILA LTDA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813002954,Privada,1,CLINICA DE ORTODONCIA EMPRESA UNIPERSONAL,0.0,1.0,0.0
45.0,0.0,9.0,5.0,0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,813005431,Privada,2,SOCIEDAD CLINICA EMCOSALUD S.A.,1.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813006746,Privada,1,UROLASER EMPRESA UNIPERSONAL,0.0,1.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813008574,Privada,3,MEGASALUD IPS LTDA UCI NEONATAL MOCOA,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,813009143,Privada,1,SALUDCOOP CLÍNICA SANTA ISABEL LTDA.,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813010145,Privada,1,SOCIEDAD DE CIRUGIA DEL HUILA OFTALMOLASER S.A.,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813011148,Privada,1,CLINICA ODONTOLOGICA DENTALCENTER LTDA.,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813011577,Privada,1,CASA UROS- 1,0.0,1.0,0.0
30.0,0.0,26.0,18.0,5.0,14.0,0.0,12.0,2.0,8.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,813011577,Privada,3,CLINICA UROS S.A,1.0,1.0,4.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813011577,Privada,3,Torre B UROS.,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012068,Privada,1,PRECOOPERATIVA DE TRABAJO ASOCIADO PARA LA PREVENCION Y DIAGNOSTICO DEL CANCER GENITAL FEMENINO DE MUJER,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012546,Privada,1,IPS GARZON,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012546,Privada,1,IPS GIGANTE,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012546,Privada,1,IPS LA PLATA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012546,Privada,1,IPS PITALITO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813012546,Privada,1,IPS QUIRINAL,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814002261,Privada,1,FUNDACION OFTALMOLOGICA DE NARIÑO,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814002419,Privada,1,CENTRO ODONTOLOGICO ESPECIALIZADO LTDA,0.0,0.0,1.0
49.0,0.0,5.0,4.0,0.0,1.0,0.0,6.0,0.0,10.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,814003898,Privada,2,SALUDCOOP CLINICA LOS ANDES S.A.,1.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814004714,Privada,3,CLINICA BELLATRIZ S.A.S,0.0,0.0,2.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814006170,Privada,3,CLINICA DE ORTOPEDIA Y FRACTURAS TRAUMEDICAL SAS,0.0,2.0,2.0
20.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814006248,Privada,2,UNIDAD CARDIOQUIRURGICA DE NARIÑO LTDA,0.0,0.0,2.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,815000253,Privada,3,CLINICA SALUD FLORIDA S.A.,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815004476,Privada,1,IPS MEDIDENT LIFE,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815005012,Privada,1,SERVICIOS INTEGRADOS DE SALUD S.A.S,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815005074,Privada,1,TODOMED LTDA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816000810,Privada,1,UNIDAD OFTALMOLOGICA LASER S.A,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816002451,Privada,1,CALCULASER ARMENIA 2,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816002451,Privada,1,CALCULASER ROSALES,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816002451,Privada,3,CALCULASER S.A,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816002834,Privada,3,CLINICA VER BIEN S.A,0.0,0.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816003270,Privada,3,DIAGNOSTICO OFTALMOLOGICO S.A.S,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816005450,Privada,1,instituto cardiovascular sa,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817000472,Privada,1,COOMEDICOS,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817001746,Privada,1,FUNDACION OFTALMOLOGICA VEJARANO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817001920,Privada,1,IPS NUEVA POPAYAN,0.0,1.0,0.0
62.0,0.0,30.0,18.0,6.0,18.0,0.0,14.0,3.0,8.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,817003166,Privada,3,CLINICA LA ESTANCIA S.A,1.0,1.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817003166,Privada,1,Consulta centro medico quirurgico,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817003237,Privada,1,Asoprevisual,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,817007452,Privada,3,CLINICA DE SALUD MENTAL MORAVIA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817007598,Privada,1,CLINICA PALMARES,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818001324,Privada,1,MEJORSALUD LTDA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818001324,Privada,1,MEJORSALUD LTDA RIO QUITO,0.0,1.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,818001360,Privada,1,UNIDAD MEDICA ESPIRITU SANTO E. U.,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,818001478,Privada,1,CENTRO DE SALUD ALTO BAUDO,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,818001478,Privada,1,CENTRO DE SALUD BAJO BAUDO,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,818001478,Privada,1,FUNDACIÓN SOLIDARIA DEL BAJO BAUDÓ,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,818002271,Privada,1,IPS ROBLE SALUD CANTÓN DEL SAN PABLO,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,818002271,Privada,1,IPS ROBLE SALUD MEDIO SAN JUAN,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,818002271,Privada,1,IPS ROBLE SALUD SANTA RITA DE IRO,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,818002271,Privada,1,IPS ROBLE SALUD UNION PANAMERICANA,0.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,818002271,Privada,1,IPS ROBLEDO SALUD CERTEGUI,0.0,1.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,818002414,Privada,1,UNISANAR E.U.,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,818002414,Privada,1,UNISANAR IPS,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,818002571,Privada,1,CENTRO MEDICO CUBIS LIMITADA,1.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,818002571,Privada,1,CENTRO MEDICO CUBIS LIMITADA BAHÍA SOLANO,1.0,0.0,1.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,818002571,Privada,1,CENTRO MEDICO CUBIS LIMITADA SEDE JURADO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819000134,Privada,1,CENTRO CARDIOVASCULAR DEL MAGDALENA S.A,0.0,0.0,1.0
14.0,0.0,4.0,4.0,0.0,4.0,0.0,7.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,819000364,Privada,2,CLINICA DE LA MUJER S.A.,1.0,1.0,2.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,819000413,Privada,1,CLINICA GENERAL DE CIENAGA LTDA,1.0,0.0,0.0
37.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819000545,Privada,3,CLINICA VIDA IPS S.A.S,0.0,0.0,5.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,819001895,Privada,2,CLINICA REGIONAL INMACULADA CONCEPCION,1.0,0.0,1.0
160.0,0.0,0.0,19.0,8.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,819002176,Privada,2,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A.,2.0,0.0,4.0
0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819003210,Privada,1,UNIDAD DE ATENCION DE PACIENTES EN ESTADO CRITICO CUIDADO CRITICO S.A.S,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,819003863,Privada,2,PREVENCION Y SALUD IPS LIMITADA,1.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004229,Privada,1,FUNDACION ESTILO DE VIDA SALUDABLE ES VIDA SINCELEJO,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819004229,Privada,1,FUNDACIÓN ESTILO DE VIDA SALUDABLE ESVIDA IPS - CARDIOLOGIA,0.0,3.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,819004276,Privada,1,Clínica la Esperanza IPS Ltda. CALLE NUEVA,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819005712,Privada,1,IPS PROFSALUD,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819005712,Privada,1,SOCIEDAD INST. PRESTADORA DE SALUD IPS PROFSALUD S.A.S,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819006193,Privada,1,INSECAR CONSULTA EXTERNA,0.0,1.0,0.0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,819006193,Privada,2,INSTITUTO NEUROPSIQUIATRICO NUESTRA SEÑORA DEL CARMEN INSECAR,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819006339,Privada,3,CENTRAL QUIRURGICA SURGIFAST S.A.,0.0,0.0,2.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820001181,Privada,3,ASORSALUD SM LTDA,0.0,0.0,3.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002033,Privada,3,CLINICA SANTA TERESA S.A,0.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002596,Privada,1,SANANDO SALAS DE CIRUGIAS,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002928,Privada,1,NEFROMED,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820002928,Privada,1,NEFROMED AGENCIA DUITAMA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820004868,Privada,1,IPS NIEVES,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820004923,Privada,2,CENTRO MEDICO QUIRURGICO ESPECIALIZADO BOYACA LIMITADA,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820005314,Privada,1,CENTRO OPTICO DEL NORTE E.U SOGAMOSO,0.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821000056,Privada,1,"CLINICA DE CIRUGIA PLASTICA, ESTETICA Y RECONSTRUCTIVA",0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821002555,Privada,1,FUNDACION O.N.G. MISION POR COLOMBIA,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821003463,Privada,1,CLINICA OFTALMOLOGICA DE TULUA,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822000327,Privada,1,COOPERATIVA DE UROLOGOS DEL META Y LA ORINOQUIA CUMO,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,822001338,Privada,2,SALUD MENTAL H,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822001338,Privada,2,SALUD MENTAL NIÑOS NIÑAS Y ADOLECENTES,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822001338,Privada,2,UNIDAD CLINICA DEL SISTEMA NERVIOSO,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,822001338,Privada,2,UNIDAD CLINICA DEL SISTEMA NERVIOSO G,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,822001338,Privada,1,UNIDAD CLINICA DEL SISTEMA NERVIOSO GRA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,822001338,Privada,3,UNIDAD CLINICA DEL SISTEMA NERVIOSO H,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,822005312,Privada,2,LA CONFRATERNIDAD LTDA,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822007351,Privada,1,CENTRO OFTALMOLOGICO DEL LLANO,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822007392,Privada,1,INVERSIONES CLINICA LA SANTAMARIA,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823000779,Privada,1,ASOCIACION MEDICA HUMANA EMPRESA ASOCIATIVA DE TRABAJO,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,823001604,Privada,2,FUNDACION NUEVO SER,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,823002227,Privada,1,INSTITUTO DE CANCEROLOGIA DE SUCRE LTDA,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823002342,Privada,3,IPS CLINICA DE VARICES S.A.S.,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,823002778,Privada,3,CLINICA SANTA ISABEL LIMITADA,0.0,0.0,0.0
21.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,823002800,Privada,2,OFTALMOLOGOS ASOCIADOS DE LA COSTA S.A.S,0.0,0.0,4.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,823002967,Privada,1,IPS CLINICA SAN JOSE LIMITADA,1.0,0.0,0.0
72.0,0.0,28.0,13.0,0.0,2.0,0.0,7.0,0.0,6.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,823002991,Privada,3,CLINICA SALUD SOCIAL S.A.S,1.0,2.0,2.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823002991,Privada,3,SEDE HOSPITALARIA CLINICA SALUD SOCIAL,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823003752,Privada,1,UNIDAD MEDICA EL BOSQUE Y CIA LTDA,0.0,1.0,1.0
